wnver::1.7.1
1742n 126141 ROOT
89801n 0
89908n 0
90035n 1
90291n 0
90422n 0
90509n 0
90614n 0
90780n 1
90888n 13
91141n 0
91258n 1
91379n 12
91542n 0
91638n 1
91795n 0
91916n 0
92076n 10
92204n 6
92411n 1
92652n 0
92836n 0
92989n 0
93127n 0
93222n 316
93497n 1
93650n 1
93741n 6
93865n 0
94008n 0
94139n 6
94346n 0
94489n 0
94575n 1
94769n 0
94850n 1
94999n 1
95113n 38
95573n 7
95782n 0
95935n 0
96038n 1
96123n 14
96486n 0
96604n 1
96797n 0
96934n 2
97056n 1
97188n 1
97312n 1
97424n 7
97548n 13
97738n 6
97861n 0
98037n 0
98265n 0
98501n 0
98636n 1
98768n 4
98927n 2
99007n 1
99082n 3
99261n 1
99361n 1
99453n 2
99658n 2
99784n 0
99912n 0
100055n 1
100180n 1
100283n 67
100465n 52
100720n 0
100824n 2
101007n 0
101093n 0
101207n 1
101321n 0
101435n 1
101571n 26
101695n 1
101799n 7
101927n 14
102135n 3
102295n 0
102399n 0
102538n 1
102621n 0
102774n 0
102862n 0
102962n 0
103084n 0
103229n 0
103292n 0
103376n 0
103469n 4
103679n 0
103806n 0
103963n 0
104054n 0
104216n 1
104351n 1
104429n 1
104533n 0
104611n 1
104710n 8
104982n 0
105148n 0
105246n 0
105487n 5
105683n 0
105842n 0
106010n 0
106163n 0
106288n 7
106454n 1
106612n 0
106711n 0
106776n 0
106934n 1
107211n 0
107405n 0
107546n 0
107719n 0
107871n 0
107981n 0
108168n 3
108326n 0
108417n 0
108512n 3
108727n 2
108935n 1
109221n 28
109417n 0
109611n 1
109728n 1
109818n 0
109955n 0
110234n 0
110497n 0
110594n 3
110704n 2
110932n 0
111047n 12
111372n 0
111498n 0
111646n 0
111812n 0
111923n 7
112063n 7
112280n 0
112376n 3
112485n 0
112607n 0
112712n 2
112943n 0
113084n 1
113251n 0
113404n 0
113611n 1
113702n 1
113776n 0
113882n 0
113970n 0
114094n 0
114268n 0
114423n 0
114532n 0
114744n 0
114861n 0
114977n 66
115175n 2
115330n 0
115425n 1
115513n 48
115777n 1
115863n 15
116003n 0
116111n 1
116274n 0
116482n 5
116655n 0
116770n 0
116950n 0
117161n 0
117327n 0
117453n 2
117551n 4
117769n 0
117897n 3
118104n 0
118273n 0
118446n 0
118623n 0
118766n 4
118965n 0
119138n 0
119269n 0
119425n 0
119504n 31
119698n 0
119843n 0
119976n 1
120200n 20
120437n 0
120582n 3
120788n 0
120959n 0
121039n 2
121213n 4
121399n 0
121508n 0
121637n 0
121759n 1
121984n 0
122122n 0
122346n 0
122464n 1
122563n 0
122701n 0
122899n 0
123062n 0
123184n 816
123490n 0
123608n 0
123721n 4
123869n 0
124050n 0
124222n 0
124437n 754
124726n 1
124876n 0
125031n 1
125233n 0
125382n 9
125665n 3
125804n 3
126020n 0
126184n 0
126327n 0
126470n 0
126554n 0
126783n 0
126932n 550
127126n 5
127270n 0
127467n 0
127581n 0
127726n 0
127922n 0
128071n 0
128186n 0
128370n 0
128520n 0
128691n 0
128807n 173
129057n 2
129192n 70
129373n 0
129500n 0
129699n 0
129828n 0
130004n 0
130171n 0
130339n 2
130535n 2
130642n 0
130709n 0
130825n 2
131013n 0
131184n 6
131351n 2
131525n 0
131620n 1
131728n 1
131840n 445
132266n 0
132376n 1
132562n 9
132768n 2
132892n 0
133025n 0
133177n 163
133428n 0
133547n 0
133715n 0
133939n 0
134112n 0
134284n 0
134554n 0
134731n 0
134908n 0
135045n 0
135205n 0
135362n 0
135565n 0
135698n 1
136001n 2
136191n 0
136402n 0
136555n 0
136927n 0
137048n 1
137180n 0
137284n 1
137378n 0
137528n 1
137633n 1
137829n 1
137936n 4
138151n 2
138270n 0
138444n 0
138611n 6
138842n 1
139016n 9
139171n 8
139317n 1
139421n 0
139566n 1
139707n 73
139901n 77
140087n 1
140223n 4
140375n 0
140549n 0
140736n 0
140892n 0
141009n 0
141139n 26
141428n 0
141568n 0
141795n 0
141933n 0
142084n 0
142234n 0
142383n 0
142506n 0
142661n 0
142828n 0
142923n 1
143082n 0
143280n 0
143454n 0
143620n 0
143986n 0
144284n 0
144369n 246
144773n 0
144861n 13
145054n 194
145216n 0
145398n 2
145578n 0
145695n 0
145871n 0
145960n 0
146112n 0
146239n 4
146388n 2
146541n 5
146674n 3
146817n 0
146906n 26
147183n 1
147327n 1
147467n 2
147625n 0
147718n 0
147848n 0
148005n 0
148135n 24
148295n 0
148506n 5302
149218n 0
149351n 0
149466n 1
149587n 0
149707n 7
149932n 0
150083n 0
150219n 1
150409n 0
150606n 0
150795n 0
150989n 0
151111n 1
151223n 0
151380n 0
151539n 0
151707n 0
151827n 9
151998n 0
152201n 2
152337n 1
152652n 0
152749n 4
152941n 0
153024n 8
153297n 0
153548n 0
153641n 0
153813n 0
153968n 2
154112n 7
154368n 0
154483n 1
154646n 2
154790n 1
154930n 0
155038n 1087
155615n 9
155841n 0
155970n 0
156087n 0
156253n 2
156440n 0
156694n 16
156833n 0
156943n 2
157062n 1
157278n 0
157585n 28
157903n 0
158081n 15
158285n 0
158455n 0
158589n 15
158842n 0
158928n 5
159143n 0
159302n 1
159419n 0
159524n 3
159690n 0
159827n 0
159937n 0
160036n 1
160270n 0
160410n 0
160498n 1
160704n 7
160889n 0
161043n 1
161305n 0
161448n 0
161559n 1
161749n 0
161859n 0
161975n 0
162096n 0
162403n 0
162631n 0
162786n 0
162871n 0
162999n 0
163152n 0
163303n 0
163421n 0
163521n 2
163619n 0
163728n 309
164231n 148
164456n 2
164581n 0
164732n 158
164940n 0
165035n 1
165200n 0
165471n 7
165575n 1
165711n 0
165885n 0
165994n 0
166124n 0
166279n 0
166377n 0
166516n 0
166637n 0
166831n 0
166968n 0
167141n 0
167308n 2
167427n 1
167564n 0
167728n 2
167828n 2
168135n 0
168224n 0
168299n 21
168641n 1
168735n 1
168897n 0
169038n 0
169165n 5
169330n 0
169487n 0
169602n 0
169715n 1
169825n 105
170258n 0
170370n 12
170479n 0
170646n 0
170771n 71
171119n 21
171270n 0
171385n 0
171503n 0
171580n 0
171657n 0
171757n 0
171848n 4
172040n 0
172177n 0
172364n 0
172458n 0
172651n 0
172796n 0
172894n 3
173005n 1
173208n 0
173324n 0
173436n 1
173549n 1
173651n 0
173731n 4
173898n 0
174021n 0
174130n 2
174251n 1
174464n 0
174657n 0
174857n 0
175097n 0
175229n 0
175356n 0
175539n 0
175719n 0
175840n 0
175931n 0
176016n 0
176118n 1
176316n 2
176489n 0
176638n 0
176761n 0
176907n 7
177073n 0
177174n 0
177300n 2
177402n 0
177568n 1
177666n 3
177781n 0
177991n 0
178112n 0
178285n 0
178449n 0
178603n 0
178700n 0
178855n 5
179103n 1
179309n 0
179529n 3
179711n 0
179812n 0
179910n 0
180202n 0
180358n 0
180514n 0
180659n 0
180789n 0
180967n 0
181113n 2
181311n 1
181475n 1
181591n 0
181728n 72
182252n 0
182366n 0
182480n 2
182605n 24
182983n 0
183147n 1
183262n 13
183548n 0
183730n 0
183927n 0
184020n 0
184173n 0
184342n 14
184572n 0
184755n 0
184855n 0
184999n 1
185219n 6
185442n 4
185628n 0
185871n 2
186033n 5
186301n 1
186390n 0
186681n 1
186815n 0
186968n 16
187226n 0
187361n 0
187497n 0
187683n 1
187768n 0
187919n 0
188024n 11
188517n 0
188618n 0
188692n 0
188876n 0
189026n 0
189131n 0
189244n 0
189326n 0
189520n 0
189658n 0
189779n 0
189887n 0
190040n 0
190138n 0
190286n 0
190370n 0
190464n 0
190675n 613
191163n 25
191445n 0
191634n 1
191770n 0
191874n 481
192176n 1
192289n 0
192407n 0
192538n 37
192883n 0
192981n 0
193107n 2
193275n 0
193388n 0
193508n 1
193595n 6
193791n 0
193951n 0
194109n 0
194273n 2
194380n 5
194507n 0
194667n 0
194859n 0
195070n 0
195283n 1
195429n 3
195583n 3
195700n 0
195825n 0
195974n 8
196185n 0
196268n 27
196536n 0
196631n 1
196723n 0
196803n 0
196897n 0
196998n 0
197124n 0
197267n 0
197385n 0
197480n 0
197691n 4
197874n 2
198028n 0
198152n 0
198254n 0
198381n 0
198546n 0
198623n 12
198856n 3
198999n 1
199133n 1
199232n 0
199375n 0
199514n 0
199885n 0
199977n 7
200182n 4
200311n 1
200450n 0
200579n 0
200742n 0
200863n 0
201068n 1
201361n 0
201490n 0
201619n 0
201711n 1
201875n 0
201965n 0
202046n 0
202167n 0
202281n 0
202434n 0
202532n 0
202637n 0
202723n 0
202843n 1
202988n 0
203180n 0
203282n 8
203452n 3
203589n 1
203739n 0
203922n 0
204043n 0
204147n 0
204277n 0
204436n 0
204521n 3
204646n 52
204924n 0
205038n 0
205157n 26
205438n 0
205534n 0
205642n 0
205729n 17
205922n 0
206038n 1
206138n 15
206369n 0
206544n 4
206748n 4
206907n 0
206996n 0
207165n 3
207236n 0
207346n 0
207482n 0
207591n 0
207743n 2
207844n 7
208062n 0
208170n 2
208489n 0
208696n 0
208868n 0
208994n 0
209103n 0
209332n 1
209461n 0
209624n 0
209794n 0
209906n 0
210022n 0
210111n 25
210297n 0
210411n 0
210572n 1
210685n 0
210788n 0
210968n 24
211142n 0
211280n 0
211397n 24
211527n 23
211669n 0
211929n 0
212151n 10
212290n 10
212410n 0
212636n 0
212745n 1
212920n 0
213054n 0
213211n 0
213338n 0
213448n 0
213582n 0
213783n 0
214019n 0
214100n 0
214206n 0
214345n 0
214488n 1800
215118n 45
215367n 13
215610n 1
215751n 1
215911n 1
216129n 0
216275n 0
216409n 21
216664n 0
216774n 8
216983n 3
217096n 0
217270n 55
217539n 0
217639n 24
217932n 0
218046n 30
218158n 35
218411n 0
218514n 0
218688n 0
218822n 20
219064n 9
219179n 0
219279n 0
219399n 0
219498n 4
219757n 0
219886n 4
220071n 1
220187n 0
220324n 0
220436n 0
220601n 0
220728n 0
220839n 0
221010n 0
221168n 0
221270n 1
221379n 2
221534n 4
221624n 1
221797n 2
221918n 0
221992n 0
222095n 1
222190n 1
222276n 0
222354n 0
222505n 0
222596n 0
222688n 2
222785n 1
222879n 0
223037n 15
223318n 0
223432n 0
223565n 1
223645n 0
223734n 0
223830n 0
223938n 0
224051n 1
224248n 0
224374n 0
224491n 0
224673n 0
224860n 0
224952n 0
225073n 0
225185n 0
225263n 4
225447n 1
225551n 0
225637n 1
225726n 0
225896n 0
226016n 0
226259n 2
226437n 0
226592n 0
226730n 1220
227184n 0
227362n 0
227485n 0
227636n 0
227716n 0
227918n 0
228010n 1
228117n 0
228287n 0
228375n 0
228471n 0
228585n 0
228757n 0
228903n 0
229064n 0
229151n 0
229338n 0
229466n 0
229573n 0
229677n 0
229753n 0
229846n 0
229973n 0
230081n 268
230281n 0
230532n 0
230687n 0
230817n 0
230946n 0
231090n 0
231274n 0
231407n 7
231730n 0
231900n 0
232072n 0
232148n 0
232294n 0
232457n 0
232540n 0
232722n 0
232877n 0
233010n 0
233089n 0
233239n 1
233376n 0
233480n 0
233604n 0
233734n 0
233907n 0
234100n 0
234269n 0
234420n 0
234542n 0
234664n 1
234754n 0
234867n 0
234975n 880
235359n 10
235561n 0
235635n 0
235772n 0
235904n 1
236039n 1
236130n 665
236405n 0
236497n 1
236601n 0
236687n 3
236830n 7
237019n 0
237111n 0
237265n 10
237420n 0
237524n 2
237662n 5
237782n 0
237892n 0
237970n 0
238117n 6
238470n 0
238579n 0
238726n 1
238885n 2
239007n 0
239143n 3
239440n 0
239528n 0
239665n 0
239815n 2
239935n 162
240028n 12
240140n 1
240232n 0
240354n 0
240453n 0
240579n 15
240719n 1
240847n 0
240923n 0
241082n 0
241156n 2
241292n 0
241374n 2
241464n 3
241558n 0
241678n 34
242002n 0
242114n 0
242289n 0
242471n 0
242653n 7
242895n 0
243004n 1
243119n 2
243295n 0
243395n 1
243528n 0
243697n 1
243778n 1
243931n 0
244049n 0
244214n 0
244323n 0
244413n 0
244509n 9
244754n 0
244901n 0
245004n 0
245103n 0
245213n 10
245448n 0
245653n 1
245824n 2
246006n 1
246133n 0
246230n 0
246340n 4
246448n 0
246542n 0
246638n 0
246748n 0
246852n 0
246948n 0
247145n 0
247302n 0
247417n 2
247576n 1
247709n 4
247916n 0
248051n 0
248159n 1
248320n 0
248422n 0
248533n 0
248669n 0
248785n 0
248892n 0
248987n 2
249224n 0
249345n 0
249428n 0
249536n 0
249623n 0
249749n 1
249886n 1
250009n 1
250128n 2
250306n 0
250385n 0
250542n 1
250649n 0
250777n 0
250865n 11
251016n 0
251126n 3
251232n 0
251306n 1
251413n 6
251548n 2
251675n 0
251787n 1
251887n 0
252121n 0
252226n 3
252377n 246
253374n 0
253503n 0
253629n 4
253835n 0
253996n 0
254092n 33
254419n 0
254582n 0
254663n 22
254829n 0
255053n 2
255277n 0
255376n 2
255591n 0
255698n 0
255818n 3
255914n 0
256052n 1
256147n 0
256222n 1
256337n 0
256592n 0
256688n 1
256891n 0
257143n 0
257404n 0
257587n 0
257824n 1
257986n 0
258123n 0
258248n 0
258413n 0
258525n 0
258638n 0
258904n 0
259121n 0
259284n 0
259413n 0
259546n 0
259648n 0
259746n 10
259884n 0
259979n 1
260090n 0
260267n 0
260369n 5
260695n 0
260818n 0
260954n 0
261061n 0
261218n 0
261358n 1
261571n 0
261677n 0
261795n 0
261922n 2
262033n 1
262177n 1
262386n 1
262505n 0
262599n 0
262738n 1
262907n 0
263065n 3
263180n 9
263319n 41
263519n 1
263651n 0
263822n 0
263955n 0
264048n 2
264209n 0
264304n 2
264466n 0
264577n 0
264732n 0
264838n 0
265007n 1
265111n 2
265227n 5
265354n 0
265469n 0
265607n 59
265740n 0
265831n 40
265975n 40
266289n 3
266589n 1
266711n 28
266812n 0
266910n 0
267006n 1793
267159n 1721
267762n 1674
267998n 0
268096n 1
268191n 0
268274n 1
268426n 0
268513n 0
268702n 0
268808n 0
268961n 0
269064n 0
269153n 0
269272n 0
269395n 0
269636n 1
269784n 0
269883n 1
270161n 0
270268n 0
270395n 0
270521n 0
270641n 0
270831n 2
270981n 0
271112n 0
271217n 0
271314n 1
271475n 1
271691n 0
271777n 0
271889n 0
272025n 0
272118n 0
272229n 0
272359n 0
272515n 0
272617n 6
272803n 0
272906n 5
273141n 1
273227n 0
273327n 0
273408n 0
273540n 0
273621n 0
273729n 0
273810n 0
273908n 0
274028n 4
274258n 3
274370n 0
274496n 0
274702n 0
274813n 0
274932n 0
275049n 1
275186n 0
275283n 2
275438n 0
275533n 2
275700n 0
275872n 72
276346n 5
276593n 0
276800n 0
276944n 1
277114n 2
277275n 2
277464n 0
277629n 0
277709n 0
277832n 35
278070n 0
278246n 0
278356n 1
278470n 2
278606n 0
278741n 6
278943n 0
279121n 0
279232n 1
279339n 1
279519n 16
279709n 5
279909n 0
280050n 5
280271n 3
280451n 0
280550n 0
280665n 1
280809n 0
280899n 1
281166n 0
281300n 0
281479n 0
281709n 0
281906n 0
282080n 1
282281n 3
282436n 3
282664n 0
282757n 0
282870n 5
282993n 4
283103n 1
283226n 1
283363n 0
283498n 0
283610n 0
283714n 0
283822n 0
283913n 1
284159n 1
284360n 4
284503n 6
284653n 0
284788n 3
284988n 4
285177n 1
285418n 1
285551n 1
285622n 165
285959n 4
286166n 0
286258n 0
286373n 1
286476n 0
286581n 8
286841n 1
286950n 1
287044n 0
287188n 2
287397n 0
287562n 0
287706n 0
287844n 0
287931n 20
288206n 0
288336n 0
288448n 5
288681n 0
288773n 1
288922n 0
289032n 0
289256n 0
289443n 0
289520n 2
289859n 1
290062n 1
290182n 0
290349n 0
290514n 0
290724n 0
290833n 38
290995n 70
291304n 7
291539n 0
291656n 3
291751n 3
291886n 0
292047n 3
292264n 0
292394n 0
292500n 24
292837n 0
292982n 0
293069n 0
293154n 0
293241n 1
293408n 13
293653n 2
293747n 0
293845n 0
293929n 36
294151n 0
294229n 0
294338n 1
294466n 3
294676n 0
294772n 0
294871n 0
294955n 0
295047n 0
295184n 0
295330n 2
295414n 0
295513n 0
295742n 0
295860n 0
295978n 0
296131n 2
296257n 0
296428n 0
296506n 0
296662n 25
297084n 0
297308n 0
297422n 0
297549n 0
297670n 3
297772n 0
297931n 1
298121n 2
298886n 0
299093n 0
299200n 1
299357n 0
299517n 0
299704n 0
299820n 4
299954n 0
300087n 0
300212n 6
300354n 4
300450n 0
300581n 0
300745n 0
300860n 0
301007n 0
301156n 1
301301n 0
301421n 0
301601n 0
301703n 0
301816n 0
301937n 6
302231n 2
302353n 1
302472n 7
302762n 0
302918n 0
303088n 5
303376n 0
303487n 0
303706n 3
303883n 0
304036n 0
304196n 10
304366n 0
304510n 0
304709n 0
304829n 3
304974n 0
305136n 0
305262n 0
305535n 0
305679n 0
305888n 2
306006n 1
306106n 0
306250n 0
306355n 2
306561n 0
306675n 0
306956n 0
307048n 0
307144n 0
307238n 0
307417n 7
307740n 3
307883n 0
307994n 0
308094n 2
308248n 0
308480n 0
308600n 2
308708n 0
308823n 0
308912n 0
309003n 0
309098n 0
309200n 0
309309n 0
309443n 0
309535n 0
309668n 0
309794n 2
309913n 0
310023n 15176
311455n 0
311573n 0
311772n 276
312094n 0
312214n 138
312817n 3
313004n 0
313135n 1
313286n 0
313450n 0
313574n 1
313698n 1
313840n 0
313945n 0
314052n 1
314187n 54
314412n 0
314532n 0
314653n 0
314762n 0
314929n 0
315037n 37
315316n 0
315389n 0
315508n 1
315606n 1
315734n 6
315841n 1
315923n 0
316059n 127
316371n 0
316484n 0
316571n 0
316764n 0
316945n 0
317036n 0
317213n 0
317304n 0
317430n 3
317608n 0
317734n 0
317808n 17
318070n 0
318237n 2
318355n 0
318471n 2
318775n 1
318992n 12
319186n 0
319304n 0
319445n 4
319625n 0
319772n 0
319906n 1
320010n 0
320121n 0
320328n 0
320575n 0
320707n 7
320875n 3
321024n 2
321144n 1
321218n 0
321314n 0
321433n 0
321561n 0
321727n 0
321851n 1
322115n 0
322228n 0
322366n 0
322579n 0
322750n 790
323330n 5
323579n 2
323771n 1
323996n 1
324128n 71
324451n 2
324597n 2
324852n 1
325084n 242
325517n 6
325741n 120
325944n 21
326085n 13
326244n 2
326364n 2
326529n 1
326701n 1
326790n 1
326959n 3
327111n 1
327277n 0
327429n 2
327578n 7
327701n 5
327838n 22
328129n 0
328370n 0
328570n 6
328762n 0
328839n 1
329052n 0
329213n 1
329359n 0
329516n 0
329648n 0
329792n 0
330058n 0
330225n 0
330363n 6
330521n 4
330674n 0
330788n 1
330917n 0
331002n 0
331090n 1
331170n 2
331384n 0
331559n 0
331670n 0
331784n 0
332009n 1
332207n 0
332339n 0
332500n 0
332652n 0
332743n 0
332843n 0
332996n 1
333103n 0
333245n 0
333401n 0
333500n 109
333690n 0
333790n 0
333872n 109
333987n 0
334160n 0
334311n 0
334404n 0
334534n 0
334656n 0
334740n 0
334817n 1
335046n 0
335152n 0
335230n 0
335368n 0
335458n 0
335582n 0
335660n 0
335756n 1
335941n 0
336043n 0
336144n 0
336240n 0
336325n 0
336418n 0
336521n 0
336626n 0
336772n 0
336938n 0
337061n 0
337249n 0
337433n 0
337590n 0
337662n 0
337777n 0
337875n 15
338042n 0
338147n 0
338269n 15
338544n 0
338674n 0
338757n 0
338889n 0
338972n 1
339054n 0
339171n 0
339271n 0
339451n 5
339585n 0
339670n 0
339791n 0
339889n 0
340102n 0
340230n 0
340323n 0
340420n 0
340595n 229
340911n 645
341156n 0
341249n 0
341347n 3
341474n 1
341588n 0
341683n 1
341822n 0
342011n 0
342146n 73
342462n 56
342611n 1
342738n 2
342889n 48
343270n 0
343429n 1
343519n 0
343642n 0
343913n 2
344094n 1
344199n 0
344356n 0
344474n 0
344608n 0
344840n 1
345037n 0
345202n 0
345340n 0
345447n 1
345572n 2
345704n 0
345812n 0
345918n 0
346072n 0
346316n 0
346439n 0
346558n 0
346687n 0
346805n 0
346975n 0
347101n 0
347201n 0
347331n 53
347628n 0
347949n 0
348189n 0
348390n 0
348563n 48
348788n 10
349085n 0
349189n 1
349336n 0
349442n 0
349524n 0
349692n 0
349878n 0
350045n 0
350228n 35
350504n 0
350674n 9
351105n 0
351438n 0
351547n 0
351695n 0
351831n 0
352000n 0
352141n 26
352280n 25
353168n 0
353280n 0
353392n 0
353525n 1
353653n 0
353784n 0
353914n 1
354046n 0
354172n 0
354298n 0
354499n 0
354594n 0
354748n 0
354939n 0
355103n 0
355248n 0
355419n 0
355543n 0
355752n 0
355902n 0
356067n 0
356343n 0
356557n 0
356711n 5
357018n 0
357194n 0
357312n 0
357456n 0
357666n 1
357821n 0
357963n 0
358188n 0
358296n 3
358663n 0
358800n 0
358916n 0
359099n 0
359275n 1
359641n 0
359828n 0
359917n 0
360025n 0
360121n 0
360220n 0
360317n 0
360417n 0
360560n 0
360647n 3
361038n 0
361189n 0
361295n 0
361450n 1
361615n 0
361803n 0
361985n 0
362083n 2
362177n 2
362309n 0
362489n 0
362734n 0
362890n 0
362988n 0
363115n 0
363279n 0
363536n 0
363679n 0
363853n 2
364497n 0
364686n 0
364889n 0
365110n 0
365286n 0
365503n 1
365743n 0
365867n 0
366072n 0
366249n 0
366437n 0
366592n 0
366706n 0
366894n 0
367123n 0
367270n 0
367430n 0
367706n 0
368140n 0
368382n 0
368562n 0
368675n 0
368934n 0
369162n 0
369355n 0
369508n 0
369605n 0
369998n 0
370268n 0
370430n 0
370591n 0
370708n 0
370891n 0
371134n 0
371238n 0
371340n 0
371517n 0
371623n 0
371728n 0
371890n 0
372024n 0
372212n 0
372343n 0
372467n 0
372595n 0
372714n 0
372833n 2
373030n 2
373226n 0
373348n 0
373673n 0
373972n 0
374123n 0
374307n 0
374565n 0
374718n 0
374942n 0
375080n 0
375314n 1
375462n 0
375622n 0
375753n 0
376000n 1
376388n 0
376518n 0
376727n 0
376971n 0
377199n 0
377298n 0
377491n 0
377625n 0
377810n 0
377932n 0
378074n 1
378186n 0
378387n 0
378534n 0
378638n 0
378775n 0
378955n 0
379102n 0
379419n 11
379795n 0
379899n 3
380088n 0
380194n 0
380331n 2
380440n 0
380554n 0
380688n 1
380902n 0
381099n 1
381332n 0
381530n 1
381655n 0
381765n 0
381911n 0
382040n 0
382207n 0
382347n 15
382545n 8
382713n 0
382833n 7
383009n 0
383091n 4
383186n 0
383367n 0
383477n 0
383612n 1
383811n 1
383932n 0
384073n 3
384397n 10
384570n 0
384729n 2
384864n 2
384997n 0
385077n 0
385188n 0
385277n 2
385460n 0
385547n 0
385737n 0
385846n 0
385966n 1
386127n 0
386217n 0
